ACCESSION_NUMBER	CIK	REGISTRANT_NAME	FILE_NUM	LEI	ADDRESS1	ADDRESS2	CITY	STATE	COUNTRY	ZIP	PHONE
0000940400-26-011833	0001804196	BlackRock ETF Trust II	811-23511	549300PLJCTZLQ2LE832	100 Bellevue Parkway		Wilmington	US-DE	US	19809	800-441-7762
0000894189-26-009458	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009454	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0002071691-26-007595	0001005942	Putnam Funds Trust	811-07513	549300S9JYWEMKQCLW53	100 Federal Street		Boston	US-MA	US	02110	617-292-1000
0002071691-26-007576	0000809707	Franklin Investors Securities Trust	811-04986	549300XUGIR9DEQFV548	One Franklin Parkway		San Mateo	US-CA	US	94403-1906	650-312-2000
0000894189-26-009447	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009463	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009453	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009469	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009475	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009495	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009485	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-009496	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	200 W. Front Street		Wheaton	US-IL	US	60187	800-208-5212
0000894189-26-002818	0001540305	ETF Series Solutions	811-22668	5493008BB0X0GYS3UI50	615 E Michigan Street		Milwaukee	US-WI	US	53202	414-516-1645
0001162044-26-000094	0001368578	MSS Series Trust	811-21927	5493008Y245E2ZHP5235	8000 Town Centre Drive	Suite 400	Broadview Heights	US-OH	US	44147	440-922-0066
0002048251-26-000744	0001452937	EXCHANGE TRADED CONCEPTS TRUST	811-22263	549300TXJW88BSB0KL90	10900 HEFNER POINTE DRIVE	SUITE 400	OKLAHOMA CITY	US-OK	US	73120	4057788377
0001410368-26-012116	0000806633	WASATCH FUNDS TRUST	811-04920	549300B3CBVFTLZDYP46	505 WAKARA WAY	SUITE 300	SALT LAKE CITY	US-UT	US	84108	801-533-0777
0001410368-26-012122	0000806633	WASATCH FUNDS TRUST	811-04920	549300B3CBVFTLZDYP46	505 WAKARA WAY	SUITE 300	SALT LAKE CITY	US-UT	US	84108	801-533-0777
0001410368-26-012125	0000806633	WASATCH FUNDS TRUST	811-04920	549300B3CBVFTLZDYP46	505 WAKARA WAY	SUITE 300	SALT LAKE CITY	US-UT	US	84108	801-533-0777
0000894189-26-003709	0001002537	Needham Funds Inc	811-09114	549300I20FS2UEMBPJ54	250 Park Avenue	10th Floor	New York	US-NY	US	10177	800-625-7071
0000894189-26-003745	0001023391	FMI Funds Inc	811-07831	549300LLBZ5DPX7B5F83	790 North Water Street	Suite 2100	Milwaukee	US-WI	US	53202	414-226-4545
0000894189-26-003746	0001023391	FMI Funds Inc	811-07831	549300LLBZ5DPX7B5F83	790 North Water Street	Suite 2100	Milwaukee	US-WI	US	53202	414-226-4545
0000894189-26-003828	0001282693	Baird Funds Inc	811-09997	5493007JR2NWYBC7PO06	777 East Wisconsin Avenue		Milwaukee	US-WI	US	53202	4147653614
0000894189-26-003836	0001282693	Baird Funds Inc	811-09997	5493007JR2NWYBC7PO06	777 East Wisconsin Avenue		Milwaukee	US-WI	US	53202	4147653614
0000894189-26-003833	0001282693	Baird Funds Inc	811-09997	5493007JR2NWYBC7PO06	777 East Wisconsin Avenue		Milwaukee	US-WI	US	53202	4147653614
0002000324-26-000554	0001484018	SPINNAKER ETF SERIES	811-22398	54930056GHDI2JOI6X90	116 SOUTH FRANKLIN STREET		ROCKY MOUNT	US-NC	US	27804-5707	252-972-9922
0000910472-26-002189	0000770200	Midas Series Trust	811-04316	5493004WN0ION44ZO220	17 Old Drewsville Rd		Wapole	US-NH	US	03608	212-785-0900
0002000324-26-000578	0001484018	SPINNAKER ETF SERIES	811-22398	54930056GHDI2JOI6X90	116 SOUTH FRANKLIN STREET		ROCKY MOUNT	US-NC	US	27804-5707	252-972-9922
0001410368-26-016543	0001225290	SMA RELATIONSHIP TRUST	811-21328	549300VKW25DI75NND67	1285 Avenue of the Americas		New York	US-NY	US	10019	212-821-3000
0001410368-26-016544	0000810766	CREDIT SUISSE ASSET MANAGEMENT INCOME FUND, INC.	811-05012	549300O5MFEP1XJ40B46	1285 Avenue of the Americas		NEW YORK	US-NY	US	10019	212-325-2000
0001410368-26-016679	0000719269	MFS VARIABLE INSURANCE TRUST II	811-03732	LQOFLJQP174GQBC84T87	111 HUNTINGTON AVENUE		BOSTON	US-MA	US	02199	617-954-5000
0001410368-26-016686	0000719269	MFS VARIABLE INSURANCE TRUST II	811-03732	LQOFLJQP174GQBC84T87	111 HUNTINGTON AVENUE		BOSTON	US-MA	US	02199	617-954-5000
0001410368-26-016685	0000719269	MFS VARIABLE INSURANCE TRUST II	811-03732	LQOFLJQP174GQBC84T87	111 HUNTINGTON AVENUE		BOSTON	US-MA	US	02199	617-954-5000
0000035402-26-001274	0000880195	Fidelity Aberdeen Street Trust	811-06440	EH5MGE941XHR05KZ4E50	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0000035402-26-001245	0000035348	Fidelity Hastings Street Trust	811-00215	5IETULY5BBOQWX17XY97	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001410368-26-029192	0000723620	NEUBERGER BERMAN INCOME FUNDS	811-03802	54930087F7MMJ21RIJ90	1290 AVENUE OF THE AMERICAS		NEW YORK	US-NY	US	10104	212-476-8800
0001004726-26-001877	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0001004726-26-001891	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0001004726-26-001913	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0001004726-26-001924	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0001004726-26-001903	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0000940400-26-011419	0001517936	First Trust Exchange-Traded Fund IV	811-22559	5493006CBTW7P2B31B80	120 East Liberty Drive	Suite 400	Wheaton	US-IL	US	60187	630-765-8000
0000940400-26-011371	0001965985	Polen Credit Opportunities Fund	811-23860	5493000LTXEFG2UB7P54	103 Bellevue Parkway		Wilmington	US-DE	US	19809	856-528-3500
0000940400-26-011430	0001517936	First Trust Exchange-Traded Fund IV	811-22559	5493006CBTW7P2B31B80	120 East Liberty Drive	Suite 400	Wheaton	US-IL	US	60187	630-765-8000
0001410368-26-030381	0001006415	HARTFORD MUTUAL FUNDS, INC	811-07589	549300FJ4Q3QXIS6ZN84	690 LEE ROAD		WAYNE	US-PA	US	19087	610-386-4068
0000940400-26-011432	0001424212	First Trust Exchange-Traded Fund III	811-22245	5493003Z20QMESC6XS29	120 East Liberty Drive, Suite 400		Wheaton	US-IL	US	60187	630-765-8000
0000940400-26-011433	0001497778	First Trust Series Fund	811-22452	549300RL1B5O4HI4N885	120 East Liberty Drive	Suite 400	Wheaton	US-IL	US	60187	630-765-8000
0002071691-26-006890	0001469192	NEW YORK LIFE INVESTMENTS FUNDS TRUST	811-22321	549300SQRLBSUG7RD002	51 Madison Avenue		New York	US-NY	US	10010	212-576-7000
0002071691-26-006899	0001469192	NEW YORK LIFE INVESTMENTS FUNDS TRUST	811-22321	549300SQRLBSUG7RD002	51 Madison Avenue		New York	US-NY	US	10010	212-576-7000
0001003715-26-000987	0001797318	AIM ETF Products Trust	811-23504	54930089C0XGUIXMEF61	5701 Golden Hills Drive		Minneapolis	US-MN	US	55416	763- 765-7453
0001003715-26-000996	0001797318	AIM ETF Products Trust	811-23504	54930089C0XGUIXMEF61	5701 Golden Hills Drive		Minneapolis	US-MN	US	55416	763- 765-7453
0001003715-26-000991	0001797318	AIM ETF Products Trust	811-23504	54930089C0XGUIXMEF61	5701 Golden Hills Drive		Minneapolis	US-MN	US	55416	763- 765-7453
0001003715-26-001008	0001797318	AIM ETF Products Trust	811-23504	54930089C0XGUIXMEF61	5701 Golden Hills Drive		Minneapolis	US-MN	US	55416	763- 765-7453
0001003715-26-001011	0001797318	AIM ETF Products Trust	811-23504	54930089C0XGUIXMEF61	5701 Golden Hills Drive		Minneapolis	US-MN	US	55416	763- 765-7453
0001049169-26-000855	0000915802	FINANCIAL INVESTORS TRUST	811-08194	549300XD6LCPI5YWPZ35	1290 BROADWAY SUITE 1000		DENVER	US-CO	US	80203	3036232577
0001410368-26-032609	0001552324	Eaton Vance Series Fund, Inc.	811-22714	549300R49JD3NSE34I86	One Post Office Square		BOSTON	US-MA	US	02109	617-482-8260
0002071691-26-007304	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0001410368-26-004829	0001969489	Capital Group Dividend Growers ETF	811-23866	5493000KGK6EVJUBUN67	6455 Irvine Center Drive		Irvine	US-CA	US	92618	949-975-5000
0001410368-26-004830	0002034928	Capital Group Equity ETF Trust I	811-24000	254900ZCMRBQYJSXY113	6455 Irvine Center Drive		Irvine	US-CA	US	92618	949-975-5000
0001410368-26-004832	0002008516	Capital Group International Core Equity ETF	811-23935	2549007OK4PXOCOCTN31	6455 IRVINE CENTER DRIVE		IRVINE	US-CA	US	92618	949-975-5000
0001410368-26-004834	0001870102	Capital Group Core Equity ETF	811-23735	549300XNB6MLRXP5JL44	6455 Irvine Center Drive		Irvine	US-CA	US	92618	949-975-5000
0001410368-26-004837	0002008374	Capital Group Global Equity ETF	811-23934	254900ISGTHEJL6L6S20	6455 Irvine Center Drive		Irvine	US-CA	US	92618	949-975-5000
0001410368-26-004839	0002034928	Capital Group Equity ETF Trust I	811-24000	254900ZCMRBQYJSXY113	6455 Irvine Center Drive		Irvine	US-CA	US	92618	949-975-5000
0001410368-26-004981	0000930007	PACE SELECT ADVISORS TRUST	811-08764	549300TPB2UX3QR3SC50	C/O UBS ASSET MANAGEMENT (AMERICAS) LLC.	787 SEVENTH AVENUE	NEW YORK	US-NY	US	10019	212-821-3000
0001413042-26-000041	0001645192	WP Trust	811-23086	549300N7GBLBE3X3CK58	127 NW 13th Street	Suite 13	Boca Raton	US-FL	US	33432	619-588-9700
0001410368-26-005844	0000203142	DEUTSCHE DWS MUNICIPAL TRUST	811-02671	PXMELE24BHVOU00K5462	875 Third Avenue		NEW YORK	US-NY	US	10022-6225	212-454-4500
0001410368-26-005848	0000088048	DEUTSCHE DWS SECURITIES TRUST	811-02021	7SL8QTS97H1HUY8AHM73	875 Third Avenue		NEW YORK	US-NY	US	10022-6225	212-454-4500
0001410368-26-005856	0000088053	DEUTSCHE DWS INTERNATIONAL FUND, INC.	811-00642	549300UT7NMHUZHXST73	875 Third Avenue		NEW YORK	US-NY	US	10022-6225	212-454-4500
0001410368-26-005858	0000926425	DEUTSCHE DWS ASSET ALLOCATION TRUST	811-08606	OBQCJCH5PLZP8KWUJD96	875 Third Avenue		NEW YORK	US-NY	US	10022-6225	212-454-4500
0000894189-26-001077	0001944285	Tema ETF Trust	811-23823	549300JKGDXNE2CLUY37	200 Vesey Street	Suite 24106	New York	US-NY	US	10281	3024994928 EXT 801
0000894189-26-001081	0001944285	Tema ETF Trust	811-23823	549300JKGDXNE2CLUY37	200 Vesey Street	Suite 24106	New York	US-NY	US	10281	3024994928 EXT 801
0000894189-26-001082	0001944285	Tema ETF Trust	811-23823	549300JKGDXNE2CLUY37	200 Vesey Street	Suite 24106	New York	US-NY	US	10281	3024994928 EXT 801
0001193125-26-019055	0000311101	Dupree Mutual Funds	811-02918	549300S8YVGTJ1NMTW57	125 South Mill Street	Vine Center, Suite 100	Lexington	US-KY	US	40507	859-254-7741
0001193125-26-019057	0000311101	Dupree Mutual Funds	811-02918	549300S8YVGTJ1NMTW57	125 South Mill Street	Vine Center, Suite 100	Lexington	US-KY	US	40507	859-254-7741
0001193125-26-019059	0000311101	Dupree Mutual Funds	811-02918	549300S8YVGTJ1NMTW57	125 South Mill Street	Vine Center, Suite 100	Lexington	US-KY	US	40507	859-254-7741
0001193125-26-019058	0000311101	Dupree Mutual Funds	811-02918	549300S8YVGTJ1NMTW57	125 South Mill Street	Vine Center, Suite 100	Lexington	US-KY	US	40507	859-254-7741
0001193125-26-019060	0000311101	Dupree Mutual Funds	811-02918	549300S8YVGTJ1NMTW57	125 South Mill Street	Vine Center, Suite 100	Lexington	US-KY	US	40507	859-254-7741
0001193125-26-019061	0000311101	Dupree Mutual Funds	811-02918	549300S8YVGTJ1NMTW57	125 South Mill Street	Vine Center, Suite 100	Lexington	US-KY	US	40507	859-254-7741
0000898745-26-000045	0000898745	Principal Funds, Inc	811-07572	549300HZGBXSW6DSXF23	801 Grand Ave		Des Moines	US-IA	US	50309	515-235-1719
0000894189-26-003832	0001282693	Baird Funds Inc	811-09997	5493007JR2NWYBC7PO06	777 East Wisconsin Avenue		Milwaukee	US-WI	US	53202	4147653614
0001410368-26-013110	0000813900	PACIFIC SELECT FUND	811-05141	549300KH2YJL0X2VEL27	700 NEWPORT CTR DR	P O BOX 7500	NEWPORT BEACH	US-CA	US	92660	949-219-3233
0001410368-26-013127	0000813900	PACIFIC SELECT FUND	811-05141	549300KH2YJL0X2VEL27	700 NEWPORT CTR DR	P O BOX 7500	NEWPORT BEACH	US-CA	US	92660	949-219-3233
0001410368-26-013128	0000813900	PACIFIC SELECT FUND	811-05141	549300KH2YJL0X2VEL27	700 NEWPORT CTR DR	P O BOX 7500	NEWPORT BEACH	US-CA	US	92660	949-219-3233
0001410368-26-013134	0000813900	PACIFIC SELECT FUND	811-05141	549300KH2YJL0X2VEL27	700 NEWPORT CTR DR	P O BOX 7500	NEWPORT BEACH	US-CA	US	92660	949-219-3233
0001410368-26-013136	0000813900	PACIFIC SELECT FUND	811-05141	549300KH2YJL0X2VEL27	700 NEWPORT CTR DR	P O BOX 7500	NEWPORT BEACH	US-CA	US	92660	949-219-3233
0001410368-26-013138	0000813900	PACIFIC SELECT FUND	811-05141	549300KH2YJL0X2VEL27	700 NEWPORT CTR DR	P O BOX 7500	NEWPORT BEACH	US-CA	US	92660	949-219-3233
0001410368-26-013137	0000813900	PACIFIC SELECT FUND	811-05141	549300KH2YJL0X2VEL27	700 NEWPORT CTR DR	P O BOX 7500	NEWPORT BEACH	US-CA	US	92660	949-219-3233
0001410368-26-013140	0000813900	PACIFIC SELECT FUND	811-05141	549300KH2YJL0X2VEL27	700 NEWPORT CTR DR	P O BOX 7500	NEWPORT BEACH	US-CA	US	92660	949-219-3233
0001410368-26-013142	0000813900	PACIFIC SELECT FUND	811-05141	549300KH2YJL0X2VEL27	700 NEWPORT CTR DR	P O BOX 7500	NEWPORT BEACH	US-CA	US	92660	949-219-3233
0001410368-26-013141	0000813900	PACIFIC SELECT FUND	811-05141	549300KH2YJL0X2VEL27	700 NEWPORT CTR DR	P O BOX 7500	NEWPORT BEACH	US-CA	US	92660	949-219-3233
0001410368-26-013144	0000813900	PACIFIC SELECT FUND	811-05141	549300KH2YJL0X2VEL27	700 NEWPORT CTR DR	P O BOX 7500	NEWPORT BEACH	US-CA	US	92660	949-219-3233
0001410368-26-013143	0000813900	PACIFIC SELECT FUND	811-05141	549300KH2YJL0X2VEL27	700 NEWPORT CTR DR	P O BOX 7500	NEWPORT BEACH	US-CA	US	92660	949-219-3233
0001410368-26-013148	0000813900	PACIFIC SELECT FUND	811-05141	549300KH2YJL0X2VEL27	700 NEWPORT CTR DR	P O BOX 7500	NEWPORT BEACH	US-CA	US	92660	949-219-3233
0001410368-26-013149	0000813900	PACIFIC SELECT FUND	811-05141	549300KH2YJL0X2VEL27	700 NEWPORT CTR DR	P O BOX 7500	NEWPORT BEACH	US-CA	US	92660	949-219-3233
0001410368-26-013156	0000813900	PACIFIC SELECT FUND	811-05141	549300KH2YJL0X2VEL27	700 NEWPORT CTR DR	P O BOX 7500	NEWPORT BEACH	US-CA	US	92660	949-219-3233
0001410368-26-013177	0000948258	M FUND INC	811-09082	5493007H7VIH3Y9VBE66	1125 NW COUCH STREET,	SUITE 900	PORTLAND	US-OR	US	97209	888-736-2878
0001410368-26-013179	0000948258	M FUND INC	811-09082	5493007H7VIH3Y9VBE66	1125 NW COUCH STREET,	SUITE 900	PORTLAND	US-OR	US	97209	888-736-2878
0001410368-26-013288	0000809593	AMERICAN BEACON FUNDS	811-04984	549300EXCES9V5RWB620	220 EAST LAS COLINAS BOULEVARD	SUITE 1200	IRVING	US-TX	US	75039	817-391-6100
0001410368-26-013294	0000809593	AMERICAN BEACON FUNDS	811-04984	549300EXCES9V5RWB620	220 EAST LAS COLINAS BOULEVARD	SUITE 1200	IRVING	US-TX	US	75039	817-391-6100
0001410368-26-013285	0000809593	AMERICAN BEACON FUNDS	811-04984	549300EXCES9V5RWB620	220 EAST LAS COLINAS BOULEVARD	SUITE 1200	IRVING	US-TX	US	75039	817-391-6100
0001410368-26-013291	0000809593	AMERICAN BEACON FUNDS	811-04984	549300EXCES9V5RWB620	220 EAST LAS COLINAS BOULEVARD	SUITE 1200	IRVING	US-TX	US	75039	817-391-6100
0001193125-26-076373	0001919700	Touchstone ETF Trust	811-23789	549300OBA9Z9MIVJ9W43	303 Broadway	Suite 1100	Cincinnati	US-OH	US	45202	8006388194
0000894189-26-006306	0001540305	ETF Series Solutions	811-22668	5493008BB0X0GYS3UI50	615 E Michigan Street		Milwaukee	US-WI	US	53202	414-516-1645
0000036405-26-000072	0000036405	VANGUARD INDEX FUNDS	811-02652	549300G6KNDK44WUN559	100 Vanguard Boulevard		Malvern	US-PA	US	19355	610-669-1000
0001193125-26-076405	0000711080	Touchstone Strategic Trust	811-03651	5493006Z577I3GNQF624	303 Broadway	Suite 1100	Cincinnati	US-OH	US	45202	8006388194
0000036405-26-000068	0000036405	VANGUARD INDEX FUNDS	811-02652	549300G6KNDK44WUN559	100 Vanguard Boulevard		Malvern	US-PA	US	19355	610-669-1000
0000836906-26-000082	0000836906	VANGUARD MALVERN FUNDS	811-05628	549300EW16IGZDA38J20	100 Vanguard Boulevard		Malvern	US-PA	US	19355	610-669-1000
0001193125-26-076388	0000914243	Touchstone Funds Group Trust	811-08104	5493006SE4K8V7N8TJ90	303 Broadway	Suite 1100	Cincinnati	US-OH	US	45202	8006388194
0000836906-26-000084	0000836906	VANGUARD MALVERN FUNDS	811-05628	549300EW16IGZDA38J20	100 Vanguard Boulevard		Malvern	US-PA	US	19355	610-669-1000
0000857490-26-000104	0000857490	VANGUARD VARIABLE INSURANCE FUNDS	811-05962	549300N9FZ0B1IR95761	100 Vanguard Boulevard		Malvern	US-PA	US	19355	610-669-1000
0000940400-26-008701	0001655589	Franklin Templeton ETF Trust	811-23124	549300UHXVPT5S43XV04	One Franklin Parkway		San Mateo	US-CA	US	94403-1906	650-312-2000
0001410368-26-019917	0000770540	Natixis Funds Trust I	811-04323	01YA4M3ZQ45K0V190G80	888 BOYLSTON STREET	Suite 800	BOSTON	US-MA	US	02199-8197	617-449-2139
0000940400-26-008721	0001655589	Franklin Templeton ETF Trust	811-23124	549300UHXVPT5S43XV04	One Franklin Parkway		San Mateo	US-CA	US	94403-1906	650-312-2000
0001410368-26-020000	0001064642	SPDR SERIES TRUST	811-08839	5493004JVD6CQEEJSS37	One Congress Street		Boston	US-MA	US	02114	617-664-8594
0001410368-26-020061	0001064642	SPDR SERIES TRUST	811-08839	5493004JVD6CQEEJSS37	One Congress Street		Boston	US-MA	US	02114	617-664-8594
0001410368-26-020055	0001064642	SPDR SERIES TRUST	811-08839	5493004JVD6CQEEJSS37	One Congress Street		Boston	US-MA	US	02114	617-664-8594
0001410368-26-020089	0000737800	LORD ABBETT MUNICIPAL INCOME FUND INC	811-03942	549300XUEL89M6K51F43	30 HUDSON STREET		JERSEY CITY	US-NJ	US	07302	201-827-2000
0000752177-26-000077	0000752177	VANGUARD CHESTER FUNDS	811-04098	54930034NOOD3YDKBZ64	100 Vanguard Boulevard		Malvern	US-PA	US	19355	610-669-1000
0001410368-26-020039	0001107414	STATE STREET INSTITUTIONAL INVESTMENT TRUST	811-09819	549300P1E098W6ES7M39	One Congress Street		Boston	US-MA	US	02114	617-664-7037
0000894189-26-006336	0001540305	ETF Series Solutions	811-22668	5493008BB0X0GYS3UI50	615 E Michigan Street		Milwaukee	US-WI	US	53202	414-516-1645
0001410368-26-019684	0000872649	LOOMIS SAYLES FUNDS II	811-06241	5493007QOEDY6IHOTU14	888 BOYLSTON STREET	Suite 800	BOSTON	US-MA	US	02199-8197	617-449-2139
0001410368-26-019916	0001406305	Gateway Trust	811-22099	549300YH8TNGIUDL3405	888 BOYLSTON STREET	Suite 800	BOSTON	US-MA	US	02199-8197	617-449-2139
0001410368-26-020079	0001168164	SPDR INDEX SHARES FUNDS	811-21145	5493001XGU6MOBRXUU78	One Congress Street		Boston	US-MA	US	02114	617-664-7037
0001410368-26-012111	0000806633	WASATCH FUNDS TRUST	811-04920	549300B3CBVFTLZDYP46	505 WAKARA WAY	SUITE 300	SALT LAKE CITY	US-UT	US	84108	801-533-0777
0001193125-26-053646	0001076673	Advantage Advisers Xanthus Fund, L.L.C.	811-09205	54930075C2CH854P7245	85 Broad Street		New York	US-NY	US	10004	212-667-4225
0001410368-26-012566	0000102756	Value Line Mid Cap Focused Fund, Inc.	811-02265	549300W23YR80YCJWP69	1605 Main Street	Suite 912	Sarasota	US-FL	US	34236	212-907-1900
0001410368-26-012970	0001668512	Guardian Variable Products Trust	811-23148	549300S9PVDT6IL3OT03	10 Hudson Yards		NEW YORK	US-NY	US	10001	212-598-8000
0001410368-26-012975	0001668512	Guardian Variable Products Trust	811-23148	549300S9PVDT6IL3OT03	10 Hudson Yards		NEW YORK	US-NY	US	10001	212-598-8000
0001410368-26-012977	0001668512	Guardian Variable Products Trust	811-23148	549300S9PVDT6IL3OT03	10 Hudson Yards		NEW YORK	US-NY	US	10001	212-598-8000
0001410368-26-013113	0000813900	PACIFIC SELECT FUND	811-05141	549300KH2YJL0X2VEL27	700 NEWPORT CTR DR	P O BOX 7500	NEWPORT BEACH	US-CA	US	92660	949-219-3233
0001410368-26-013118	0000813900	PACIFIC SELECT FUND	811-05141	549300KH2YJL0X2VEL27	700 NEWPORT CTR DR	P O BOX 7500	NEWPORT BEACH	US-CA	US	92660	949-219-3233
0001410368-26-013123	0000813900	PACIFIC SELECT FUND	811-05141	549300KH2YJL0X2VEL27	700 NEWPORT CTR DR	P O BOX 7500	NEWPORT BEACH	US-CA	US	92660	949-219-3233
0001410368-26-013117	0000813900	PACIFIC SELECT FUND	811-05141	549300KH2YJL0X2VEL27	700 NEWPORT CTR DR	P O BOX 7500	NEWPORT BEACH	US-CA	US	92660	949-219-3233
0001410368-26-013124	0000813900	PACIFIC SELECT FUND	811-05141	549300KH2YJL0X2VEL27	700 NEWPORT CTR DR	P O BOX 7500	NEWPORT BEACH	US-CA	US	92660	949-219-3233
0001410368-26-013314	0000822632	WILLIAM BLAIR FUNDS	811-05344	SNQR0U5FDV8EZZX4W051	150 NORTH RIVERSIDE PLAZA		CHICAGO	US-IL	US	60606	312-364-8000
0001410368-26-013316	0000822632	WILLIAM BLAIR FUNDS	811-05344	SNQR0U5FDV8EZZX4W051	150 NORTH RIVERSIDE PLAZA		CHICAGO	US-IL	US	60606	312-364-8000
0001193125-26-056429	0001587982	INVESTMENT MANAGERS SERIES TRUST II	811-22894	549300SU7ER9OFETRU41	235 WEST GALENA STREET		MILWAUKEE 	US-WI	US	532123948	4142992000
0000894189-26-003876	0000811030	Professionally Managed Portfolios	811-05037	254900BPISCYGRJD2727	615 East Michigan Street		Milwaukee	US-WI	US	53202	414-516-1523
0001162044-26-000142	0001054816	MH ELITE PORTFOLIO OF FUNDS TRUST	811-08763	254900FHQZ0CHD95U710	43 Highlander Drive		Scotch Plains	US-NJ	US	07076	8003187969
0001410368-26-013999	0000824036	RUSSELL INVESTMENT FUNDS	811-05371	549300SYCXI2ML7BN524	401 Union Street	18th Floor	Seattle	US-WA	US	98101	800-787-7354
0001410368-26-014002	0000824036	RUSSELL INVESTMENT FUNDS	811-05371	549300SYCXI2ML7BN524	401 Union Street	18th Floor	Seattle	US-WA	US	98101	800-787-7354
0001410368-26-014001	0000824036	RUSSELL INVESTMENT FUNDS	811-05371	549300SYCXI2ML7BN524	401 Union Street	18th Floor	Seattle	US-WA	US	98101	800-787-7354
0001410368-26-014006	0000824036	RUSSELL INVESTMENT FUNDS	811-05371	549300SYCXI2ML7BN524	401 Union Street	18th Floor	Seattle	US-WA	US	98101	800-787-7354
0000910472-26-001698	0002013968	New Age Alpha Variable Funds Trust	811-23944	5299000HTJBNEG1Y8820	555 Theodore Fremd Avenue	Suite A-101	Rye	US-NY	US	10580	212-922-2699
0001049169-26-000731	0001780338	CPG Vintage Access Fund III LLC	811-23452	549300XNV4JSNL6PED32	660 Fifth Avenue		NEW YORK	US-NY	US	10103	2123179200
0001410368-26-021551	0001033669	LAZARD RETIREMENT SERIES INC	811-08071	25490040TBDMVOE6GX23	30 ROCKEFELLER PLAZA		NEW YORK	US-NY	US	10112	212-632-6000
0000894189-26-007407	0001976672	Grayscale Funds Trust	811-23876	529900BDKAD1PSUGAR56	290 HARBOR DRIVE	4TH FLOOR	STAMFORD	US-CT	US	06902	1-212-668-1427
0001099263-26-002984	0000810893	PIMCO Funds	811-05028	5493003B5Y5GR0Y25Y76	650 Newport Center Drive		Newport Beach	US-CA	US	92660	(888) 877-4626
0001099263-26-002994	0000810893	PIMCO Funds	811-05028	5493003B5Y5GR0Y25Y76	650 Newport Center Drive		Newport Beach	US-CA	US	92660	(888) 877-4626
0000913181-26-000270	0001064046	Rydex Variable Trust	811-08821	549300LJH0YR8RY3N305	702 King Farm Blvd., Suite 200		Rockville	US-MD	US	20850	301-296-5100
0001099263-26-003057	0001047304	PIMCO Variable Insurance Trust	811-08399	549300KNGHUU7TTJOR56	650 Newport Center Drive		Newport Beach	US-CA	US	92660	(888) 877-4626
0001410368-26-023542	0000835663	GLENMEDE FUND INC	811-05577	5493001S67XT5GRJDI11	One Congress Street	Suite 1	Boston	US-MA	US	02114	1-800-442-8299
0001003715-26-000643	0002062986	Crossmark ETF Trust	811-24070	529900AXVTNV6WWL2C91	15375 Memorial Dr.	Suite 200	Houston	US-TX	US	77079	713-243-6746
0001410368-26-026282	0000357298	PERMANENT PORTFOLIO FAMILY OF FUNDS	811-03379	5493002D7HL9TL3C1F60	600 MONTGOMERY STREET	SUITE 4100	SAN FRANCISCO	US-CA	US	94111	415-398-8000
